Id_Siniestro,Id_Poliza,Fecha_Siniestro,Monto_Siniestro,Estado,motivo_rechazo
594,24598,2025-09-18,"2,947.86",Rechazado,
595,16802,2025-03-01,nan,Cerrado,
596,20730,2025-01-21,-13047.91,Abierto,
597,22326,2025-09-16,"11,586.97",Nan,
598,15220,2025-04-17,263.87,Rechazado,
599,20491,2025-01-16,567.78,Cerrado,
600,25582,2025-09-28,13159.89,Nan,
601,12091,2025-03-02,nan,Abierto,
602,11450,2025-07-10,5353.00,Nan,
603,17985,2025-07-24,14180.71,Abierto,
604,1034,2026-01-16,7672.14,Nan,
605,24391,2025-07-23,-,Cerrado,
606,9853,2025-08-13,13270.26,Nan,
607,7941,2026-01-15,"2,490.28",Nan,
608,24323,2025-04-09,5670.57,Abierto,
609,13678,2025-03-23,5395.55,Abierto,
610,22850,2025-06-10,11563.14,Abierto,
611,17162,2026-02-15,-,Abierto,
612,3316,2025-08-13,nan,Nan,
613,22432,2025-08-03,"11,453.70",Abierto,
614,9264,2025-09-09,1692.12,Abierto,
615,11298,2025-11-14,"9,282.91",Rechazado,
616,6056,2025-12-08,5153.30,Abierto,
617,17670,2025-02-03,nan,Rechazado,
618,1023,2025-02-02,nan,Rechazado,
619,3397,2025-03-12,"10,501.36",Abierto,
620,17258,2025-10-14,"2.924,44",Cerrado,
621,2841,2025-01-11,5695.40,Nan,
622,1623,2026-01-02,"8.782,83",Nan,
623,10760,2025-03-09,14910.95,Nan,
624,11022,2025-06-30,"13.436,62",Cerrado,
625,24203,2025-06-21,-,Rechazado,
626,22538,2025-08-05,"4,677.56",Abierto,
627,471,2025-01-09,6150.14,Rechazado,
628,23681,2026-01-27,nan,Nan,
629,9818,2025-11-08,nan,Abierto,
630,1708,2026-02-13,"11.486,29",Nan,
631,3214,2025-07-24,"14,084.12",Rechazado,
632,14193,2025-08-21,2506.71,Nan,
633,5243,2025-10-06,1215.30,Rechazado,
634,18267,2025-12-31,6524.10,Nan,
635,13335,2026-02-20,2689.49,Cerrado,
636,22410,2025-02-21,nan,Nan,
637,22494,2025-05-01,"8,852.96",Abierto,
638,19539,2025-12-12,"10,177.49",Abierto,
639,10248,2025-04-07,1516.11,Nan,
640,13475,2025-07-25,"12.933,19",Abierto,
641,21496,2025-03-15,8941.22,Abierto,
642,6639,2026-01-27,"6,072.88",Abierto,
643,4604,2026-02-12,"13,596.15",Cerrado,
644,21088,2025-11-26,5253.85,Nan,
645,11915,2025-04-27,8814.08,Cerrado,
646,4770,2025-02-15,5803.73,Abierto,
647,22110,2025-08-19,nan,Cerrado,
648,4252,2025-07-13,"7.226,64",Abierto,
649,12061,2026-02-03,8161.32,Abierto,
650,24671,2025-09-05,6124.17,Rechazado,
651,16433,2025-06-26,10165.98,Nan,
652,8973,2026-01-19,-,Abierto,
653,8325,2025-11-29,3436.47,Nan,
654,19098,2025-01-28,11940.83,Nan,
655,14468,2025-06-25,4379.27,Abierto,
656,7208,2025-11-03,"10,346.31",Nan,
657,23993,2026-01-18,12774.15,Cerrado,
658,9973,2026-02-20,7195.36,Rechazado,
659,8391,2025-01-24,"8.128,14",Cerrado,
660,24254,2025-06-08,4004.38,Cerrado,
661,6981,2025-10-21,-,Nan,
662,15605,2025-12-16,nan,Abierto,
663,15104,2025-12-04,13252.17,Nan,
664,5731,2026-02-21,5577.51,Nan,
665,21165,2025-11-12,9060.55,Cerrado,
666,10515,2025-01-11,"1,415.47",Nan,
667,22850,2025-09-06,"14.333,09",Rechazado,
668,12401,2025-04-01,nan,Rechazado,
669,17465,2025-10-24,"1,905.81",Abierto,
670,25645,2025-07-26,"5,730.79",Abierto,
671,9678,2025-07-02,"3,157.22",Nan,
672,18183,2025-03-26,"14,404.32",Nan,
673,12793,2025-04-27,"7,026.08",Cerrado,
674,9099,2025-10-27,"5,490.56",Abierto,
675,4118,2026-01-30,"11.468,98",Nan,
676,25652,2025-12-11,"4,329.18",Nan,
677,19888,2026-01-30,8543.66,Abierto,
678,24681,2025-05-01,1097.13,Rechazado,
679,777,2025-01-27,5565.28,Nan,
680,7570,2025-12-28,12621.97,Cerrado,
681,6234,2025-10-15,nan,Nan,
682,23566,2025-07-26,"13.620,41",Rechazado,
683,23539,2025-10-22,10505.35,Cerrado,
684,13740,2025-07-24,13370.29,Cerrado,
685,8447,2025-07-16,"5,431.73",Cerrado,
686,20908,2025-11-06,"7.236,55",Nan,
687,15875,2025-06-18,-,Rechazado,
688,9946,2025-01-14,"10.893,34",Nan,
689,10280,2025-01-23,"10,161.02",Cerrado,
690,679,2025-06-23,14161.93,Abierto,
691,12163,2025-11-04,-,Abierto,
692,7865,2025-05-17,"7,245.23",Abierto,
693,239,2026-02-11,"2.587,50",Cerrado,
694,16051,2025-02-23,2151.57,Rechazado,
695,21466,2025-11-28,"3.201,99",Nan,
696,7945,2025-09-18,7898.62,Nan,
697,8619,2025-10-10,"11,461.41",Abierto,
698,18567,2025-01-20,-,Cerrado,
699,24920,2025-01-22,"2,235.03",Rechazado,
700,19484,2025-03-01,"5,388.51",Nan,
701,10012,2025-12-02,"5,662.35",Nan,
702,2873,2025-06-14,"5.179,61",Cerrado,
703,6331,2025-02-10,2355.04,Nan,
704,13263,2025-11-17,-,Cerrado,
705,13150,2025-11-12,11601.83,Rechazado,
706,2757,2025-08-25,"13,278.87",Cerrado,
707,24991,2025-11-27,"7,549.29",Abierto,
708,25560,2026-02-02,nan,Rechazado,
709,16266,2025-01-16,-,Cerrado,
710,24697,2025-02-12,10893.55,Nan,
711,24433,2025-10-16,nan,Cerrado,
712,24680,2026-01-07,13399.70,Cerrado,
713,20970,2025-07-21,2303.55,Cerrado,
714,5994,2025-04-26,"10.205,69",Cerrado,
715,23754,2025-12-18,"10.141,18",Abierto,
716,12752,2025-09-16,118.87,Nan,
717,17888,2025-06-29,nan,Nan,
718,7795,2026-02-22,"12.169,40",Abierto,
719,15868,2025-12-25,"1,394.24",Cerrado,
720,24674,2026-02-06,"1,668.36",Abierto,
721,21605,2025-10-25,10947.61,Cerrado,
722,17682,2025-02-16,10999.55,Abierto,
723,24857,2025-01-15,508.97,Cerrado,
724,23742,2025-02-24,8822.98,Cerrado,
725,9321,2026-01-02,"7.244,32",Nan,
726,20483,2026-01-31,-,Rechazado,
727,25607,2026-01-14,"9.084,17",Abierto,
728,19693,2025-02-08,2934.75,Nan,
729,4497,2025-11-14,336.98,Abierto,
730,16114,2025-01-18,-,Abierto,
731,22473,2025-11-12,"3.126,48",Cerrado,
732,20771,2025-06-18,"3,214.48",Abierto,
733,16099,2025-08-10,12090.96,Abierto,
734,906,2025-06-07,"3.328,44",Nan,
735,10034,2025-05-15,325.07,Nan,
736,1668,2025-08-27,1066.12,Cerrado,
737,8626,2025-11-23,8378.93,Cerrado,
738,21149,2025-09-04,12608.36,Nan,
739,25838,2025-09-10,6691.62,Cerrado,
740,10643,2025-02-04,nan,Cerrado,
741,22401,2025-12-21,5135.94,Nan,
742,6027,2025-12-03,8073.42,Nan,
743,17172,2025-09-05,"3,761.89",Nan,
744,8360,2026-02-03,"2.020,77",Abierto,
745,22996,2025-11-20,1381.36,Cerrado,
746,10464,2025-02-09,nan,Cerrado,
747,2468,2025-07-01,10010.05,Rechazado,
748,20797,2025-01-14,"5,210.91",Abierto,
749,14183,2026-01-06,8218.95,Cerrado,
750,7697,2025-10-08,"5.380,56",Abierto,
751,19485,2025-08-04,"11.169,95",Nan,
752,3750,2025-10-01,12176.52,Nan,
753,1456,2025-10-10,"3,016.99",Cerrado,
754,6917,2025-07-23,14564.02,Nan,
755,11416,2025-10-01,"4,159.67",Abierto,
756,14767,2026-02-18,-,Nan,
757,19194,2025-03-24,2954.35,Cerrado,
758,20407,2025-08-31,nan,Rechazado,
759,8302,2025-09-19,3052.94,Nan,
760,20684,2025-08-02,nan,Nan,
761,97,2025-03-08,12403.25,Rechazado,
762,18894,2025-09-23,11117.21,Nan,
763,21471,2025-12-02,"7,154.89",Nan,
764,9791,2025-10-15,5691.21,Cerrado,
765,23282,2025-01-19,1172.20,Nan,
766,11542,2025-11-15,nan,Nan,
767,6334,2026-02-04,"12,486.42",Abierto,
768,17775,2025-03-18,"6,684.29",Cerrado,
769,14602,2025-11-17,"3,895.18",Abierto,
770,13566,2025-09-24,"9,355.26",Abierto,
771,25633,2025-10-12,nan,Cerrado,
772,12625,2025-10-22,"11.637,18",Cerrado,
773,20762,2025-12-16,7728.89,Nan,
774,12939,2025-09-27,"11,202.95",Cerrado,
775,13123,2025-04-07,"3,021.45",Rechazado,
776,21701,2025-03-01,"14.772,14",Rechazado,
777,25653,2025-10-10,"13,048.69",Nan,
778,466,2025-07-30,14257.82,Nan,
779,6799,2025-07-08,-,Abierto,
780,11745,2026-02-04,"9,907.16",Abierto,
781,3134,2025-11-21,11122.43,Cerrado,
782,6674,2025-03-09,4364.59,Abierto,
783,16516,2025-04-17,"7.253,18",Nan,
784,8863,2025-12-05,nan,Cerrado,
785,13180,2025-04-06,"8,136.02",Nan,
786,19362,2025-11-07,nan,Nan,
787,15672,2025-05-24,3901.09,Cerrado,
788,19721,2025-10-06,nan,Cerrado,
789,24449,2025-04-02,"12.583,00",Cerrado,
790,9179,2026-02-11,nan,Nan,
791,786,2025-11-14,"11.956,55",Nan,
792,19152,2026-01-03,8222.52,Nan,
793,9967,2025-10-15,"6.943,75",Nan,
794,6939,2025-11-16,"3,297.63",Rechazado,
795,18424,2025-03-15,"7.565,56",Cerrado,
796,16905,2025-01-06,"13,179.02",Abierto,
797,17041,2025-01-30,"11.728,06",Cerrado,
798,9464,2025-07-11,"-9,622.54",Cerrado,
799,11920,2025-05-21,8440.96,Abierto,
800,1975,2025-12-14,"8.292,32",Abierto,
801,10815,2025-10-11,14958.46,Abierto,
802,6531,2025-01-25,14323.70,Cerrado,
803,13409,2025-12-24,13826.32,Abierto,
804,5193,2025-08-23,767.61,Abierto,
805,14256,2025-07-04,3088.12,Cerrado,
806,23617,2025-11-10,"10.174,82",Nan,
807,22910,2025-07-30,13637.84,Rechazado,
808,8362,2025-05-15,"14.553,74",Nan,
809,3561,2025-09-27,"4.364,29",Abierto,
810,11163,2026-02-08,6044.37,Abierto,
811,22989,2025-07-12,"14.492,11",Cerrado,
812,7450,2025-09-08,"7,610.44",Abierto,
813,1969,2025-05-23,"5.858,60",Abierto,
814,6170,2026-01-07,nan,Nan,
815,9848,2025-01-18,1187.79,Abierto,
816,22324,2025-02-14,"10,355.24",Nan,
817,5151,2026-02-03,-,Cerrado,
818,14589,2025-02-18,"11,864.54",Abierto,
819,5330,2025-04-28,"9,561.37",Rechazado,
820,24370,2025-10-30,4963.22,Cerrado,
821,17238,2025-11-30,nan,Abierto,
822,3042,2025-10-18,11626.56,Abierto,
823,5148,2025-12-04,"14.340,42",Abierto,
824,18973,2025-04-08,9516.18,Cerrado,
825,22006,2025-10-23,5117.41,Nan,
826,12367,2026-01-17,"9.969,24",Cerrado,
827,24558,2025-08-12,"3,709.87",Cerrado,
828,2640,2026-01-05,"8.600,05",Nan,
829,17197,2025-12-12,6676.28,Nan,
830,11751,2025-04-09,nan,Abierto,
831,9957,2025-12-03,8993.77,Rechazado,
832,3475,2025-12-22,9461.23,Rechazado,
833,6103,2025-04-05,"13.411,06",Abierto,
834,4637,2026-02-16,nan,Abierto,
835,16319,2025-10-18,9169.42,Nan,
836,23099,2025-03-16,688.22,Abierto,
837,1687,2025-07-06,1640.78,Cerrado,
838,1618,2025-12-09,-,Abierto,
839,5627,2025-05-13,nan,Abierto,
840,12030,2025-07-30,nan,Rechazado,
841,4360,2025-02-01,"12.737,06",Abierto,
842,19198,2025-08-27,"10.786,07",Abierto,
843,6564,2025-12-21,13205.44,Nan,
844,5928,2025-12-11,5490.32,Cerrado,
845,13175,2025-10-09,4442.61,Rechazado,
846,16436,2025-02-09,"5,636.39",Rechazado,
847,20614,2025-01-11,"11.042,11",Nan,
848,25755,2026-02-02,nan,Cerrado,
849,12309,2025-04-11,"6,366.94",Abierto,
850,9751,2025-04-23,9186.57,Rechazado,
851,17927,2025-02-17,"501,54",Abierto,
852,12066,2025-09-11,"2.254,60",Cerrado,
853,19756,2025-12-29,9050.18,Cerrado,
854,7708,2026-02-11,"-14,084.73",Nan,
855,2289,2025-05-10,1159.96,Rechazado,
856,25525,2025-01-07,"10.915,67",Abierto,
857,1484,2025-06-29,1471.64,Cerrado,
858,2946,2026-01-13,12490.65,Rechazado,
859,22653,2025-08-18,7300.88,Cerrado,
860,15538,2025-01-07,14296.85,Abierto,
861,12983,2025-11-11,nan,Rechazado,
862,18675,2026-02-10,"10.467,37",Nan,
863,6005,2025-01-06,13650.52,Cerrado,
864,20430,2025-10-05,"13.342,56",Cerrado,
865,21386,2025-06-08,nan,Nan,
866,18456,2025-03-25,"13.514,54",Cerrado,
867,3500,2025-05-22,9701.84,Abierto,
868,6666,2026-02-02,853.04,Nan,
869,12599,2025-12-19,-,Abierto,
870,15653,2025-09-09,8242.35,Rechazado,
871,20090,2025-01-03,-,Rechazado,
872,16566,2025-11-20,4539.83,Abierto,
873,15212,2025-07-21,8365.73,Abierto,
874,18047,2025-11-22,"10,000.73",Rechazado,
875,18074,2025-04-05,13160.02,Cerrado,
876,20967,2025-08-19,1786.91,Nan,
877,7112,2025-10-13,9381.60,Nan,
878,10168,2025-10-22,"8.935,21",Cerrado,
879,15051,2025-06-13,10473.53,Nan,
880,11799,2025-03-15,nan,Cerrado,
881,1160,2025-02-13,"14,837.14",Cerrado,
882,15099,2025-04-11,"6,468.18",Rechazado,
883,8904,2025-04-27,"6.133,42",Cerrado,
884,2828,2025-07-16,-,Cerrado,
885,12659,2025-03-03,"9.224,07",Nan,
886,9085,2025-04-22,nan,Nan,
887,15902,2025-06-28,4924.89,Cerrado,
888,13722,2025-07-11,698.38,Nan,
889,3295,2025-03-30,3508.23,Abierto,
890,12963,2025-07-26,4734.11,Rechazado,
891,5149,2025-12-11,"8,959.00",Nan,
892,477,2025-03-24,nan,Nan,
893,15751,2025-10-16,"4.979,42",Nan,
894,20520,2026-01-05,5313.13,Nan,
895,19216,2026-01-14,7478.23,Abierto,
896,19486,2025-01-15,nan,Rechazado,
897,15786,2025-02-24,7020.23,Cerrado,
898,9095,2025-06-22,12669.98,Nan,
899,13030,2026-01-29,348.08,Cerrado,
900,17242,2025-06-25,"4,820.85",Rechazado,
901,9443,2025-04-08,"9.973,45",Rechazado,
902,6042,2026-02-19,"2.072,73",Nan,
903,24211,2025-04-21,"1.906,88",Cerrado,
904,20112,2026-01-05,-14404.26,Abierto,
905,19964,2025-11-03,862.86,Cerrado,
906,11499,2025-11-11,10802.07,Rechazado,
907,10899,2025-10-03,-,Abierto,
908,22889,2025-03-31,nan,Abierto,
909,23985,2025-04-15,10199.91,Rechazado,
910,15374,2025-10-02,nan,Abierto,
911,7753,2025-01-29,-,Nan,
912,7100,2025-04-17,-,Rechazado,
913,24281,2025-06-18,559.31,Rechazado,
914,3674,2025-02-15,"822,39",Abierto,
915,22534,2025-09-05,-,Abierto,
916,21501,2025-11-06,"13.527,30",Abierto,
917,6888,2025-01-05,"12.592,60",Nan,
918,7889,2025-01-25,9589.21,Rechazado,
919,1612,2025-01-17,"3,709.68",Abierto,
920,13269,2025-09-18,"8.357,84",Nan,
921,635,2025-05-18,8664.03,Rechazado,
922,21030,2025-08-12,9249.04,Abierto,
923,15771,2025-07-06,4528.70,Cerrado,
924,4758,2025-11-09,-1173.60,Nan,
925,13202,2025-06-03,"9,733.32",Abierto,
926,12960,2025-05-17,-,Cerrado,
927,9497,2026-01-01,"8.756,13",Nan,
928,19642,2025-10-14,3641.04,Rechazado,
929,7077,2025-03-15,nan,Nan,
930,19882,2026-01-17,7930.85,Nan,
931,10395,2025-06-18,9407.13,Nan,
932,18329,2026-02-13,12118.68,Cerrado,
933,21679,2025-07-02,8414.42,Nan,
934,8280,2025-07-14,nan,Rechazado,
935,9187,2025-05-21,9943.93,Rechazado,
936,20440,2025-05-26,"9.412,71",Rechazado,
937,17087,2025-04-27,"11.588,54",Rechazado,
938,21310,2026-02-24,1907.58,Nan,
939,22950,2025-09-14,"10.651,65",Nan,
940,14722,2025-07-26,12050.35,Abierto,
941,8357,2025-08-05,"6.459,51",Abierto,
942,20787,2025-09-30,3926.48,Nan,
943,21096,2025-05-31,-,Cerrado,
944,16392,2025-11-02,-,Cerrado,
945,3389,2026-01-11,3574.17,Abierto,
946,6105,2025-01-06,7893.41,Abierto,
947,25720,2025-09-26,nan,Cerrado,
948,25579,2026-02-15,2845.66,Abierto,
949,6109,2025-07-01,"1,755.99",Abierto,
950,12819,2025-06-29,nan,Nan,
951,23831,2026-01-17,-,Rechazado,
952,9363,2025-01-08,nan,Abierto,
953,13907,2025-02-24,11543.65,Cerrado,
954,5140,2025-05-20,"8,041.41",Rechazado,
955,20635,2025-04-20,"3,080.23",Rechazado,
956,2405,2025-05-20,-,Rechazado,
957,24483,2025-10-21,"11,523.16",Abierto,
958,7503,2025-06-20,"11.063,01",Nan,
959,23727,2026-01-02,-,Abierto,
960,1448,2026-01-21,"10,946.39",Nan,
961,7305,2025-03-09,-,Nan,
962,6145,2025-07-24,nan,Abierto,
963,23266,2025-10-23,nan,Cerrado,
964,17969,2025-04-27,nan,Cerrado,
965,1471,2026-01-09,"11,318.24",Cerrado,
966,18796,2025-01-09,3648.68,Cerrado,
967,1199,2025-03-20,13030.52,Cerrado,
968,5183,2025-07-19,"7,366.53",Abierto,
969,16047,2025-04-21,nan,Nan,
970,15665,2025-01-21,"10,080.90",Abierto,
971,3878,2025-05-18,13000.22,Cerrado,
972,8783,2025-05-20,"11.852,24",Abierto,
973,826,2025-12-03,"8,506.95",Nan,
974,9936,2025-08-20,-,Nan,
975,21736,2025-08-23,12466.51,Nan,
976,13491,2025-09-19,"14,763.99",Nan,
977,24253,2026-02-20,"2.092,45",Abierto,
978,22436,2025-03-26,"8.311,65",Abierto,
979,21383,2025-08-13,nan,Abierto,
980,12364,2025-06-08,nan,Abierto,
981,7969,2025-01-04,6736.39,Abierto,
982,2212,2025-03-04,9426.16,Abierto,
983,6254,2025-07-10,"1.576,27",Cerrado,
984,23321,2025-06-29,"6,275.77",Nan,
985,13966,2025-11-30,nan,Abierto,
986,11266,2025-02-05,"10,351.13",Nan,
987,285,2026-01-29,"2.407,18",Cerrado,
988,13768,2025-06-13,"13.570,71",Abierto,
989,8745,2025-07-30,"6.809,15",Rechazado,
990,5952,2025-05-04,"-12.460,96",Cerrado,
991,22158,2025-08-26,"7.637,27",Nan,
992,2475,2025-05-10,nan,Abierto,
993,2043,2025-09-30,8645.40,Cerrado,
994,14120,2025-11-24,-,Abierto,
995,25741,2026-01-27,"12,613.58",Cerrado,
996,21960,2025-11-21,"860,32",Abierto,
997,24838,2025-11-15,nan,Abierto,
998,24397,2025-08-30,8487.11,Cerrado,
999,25689,2026-01-03,nan,Abierto,
1000,18897,2025-12-29,354.26,Nan,
1001,3875,2025-07-22,"4.027,89",Nan,
1002,17643,2025-02-10,-,Cerrado,
1003,22903,2025-08-01,14621.41,Abierto,
1004,25647,2025-12-27,"10.855,63",Cerrado,
1005,1804,2025-09-06,"11,494.27",Nan,
1006,13101,2025-11-17,"8,980.27",Nan,
1007,5235,2025-04-23,"3,436.21",Rechazado,
1008,23461,2026-02-16,-,Nan,
1009,595,2025-07-31,"12,266.00",Cerrado,
1010,766,2025-01-29,"1,055.61",Cerrado,
1011,21442,2025-03-26,"13,421.57",Cerrado,
1012,4651,2025-08-05,"8,060.87",Cerrado,
1013,20157,2025-12-06,-,Cerrado,
1014,1892,2025-01-18,nan,Abierto,
1015,3822,2025-11-09,"4,198.73",Nan,
1016,16618,2025-09-16,2878.66,Rechazado,
1017,25716,2025-03-30,nan,Cerrado,
1018,21542,2025-04-06,"8.348,28",Rechazado,
1019,17243,2025-03-15,7585.45,Nan,
1020,20476,2025-08-01,"9,638.23",Nan,
1021,6409,2025-09-06,-,Abierto,
1022,22714,2025-10-15,"2,551.17",Cerrado,
1023,24296,2025-11-22,2166.64,Rechazado,
1024,16567,2025-08-25,5252.85,Cerrado,
1025,4210,2025-07-23,"9,442.08",Abierto,
1026,12458,2025-11-02,-,Cerrado,
1027,15572,2025-06-29,12459.20,Cerrado,
1028,3752,2025-01-03,nan,Abierto,
1029,7880,2025-01-23,6128.39,Abierto,
1030,24881,2026-01-04,427.88,Nan,
1031,15756,2025-07-01,3056.54,Nan,
1032,3331,2025-06-06,"13,707.48",Abierto,
1033,4230,2025-01-22,"11.481,62",Nan,
1034,2399,2025-01-20,"6.493,63",Rechazado,
1035,12033,2025-05-12,nan,Cerrado,
1036,17772,2026-01-14,"10,598.48",Rechazado,
1037,23259,2026-01-09,10301.15,Rechazado,
1038,8757,2025-04-18,"581,68",Abierto,
1039,25599,2026-01-14,nan,Cerrado,
1040,20928,2025-11-20,13560.16,Rechazado,
1041,10322,2026-02-12,"5,303.75",Cerrado,
1042,8757,2026-01-01,"2.918,19",Abierto,
1043,4254,2025-01-31,11298.38,Cerrado,
1044,22668,2025-05-11,930.74,Nan,
1045,10458,2025-05-19,"5.355,52",Nan,
1046,6717,2025-01-20,-,Abierto,
1047,15632,2025-11-24,"4,927.00",Abierto,
1048,649,2025-01-26,7422.33,Cerrado,
1049,6326,2025-09-27,12496.34,Cerrado,
1050,18759,2025-10-02,"14.754,13",Abierto,
1051,8317,2025-05-28,"10.460,32",Rechazado,
1052,10082,2025-05-13,"933,54",Cerrado,
1053,8739,2025-07-01,"13.256,69",Abierto,
1054,178,2025-02-22,8796.59,Abierto,
1055,20636,2025-10-31,8440.05,Nan,
1056,3455,2025-08-17,4182.88,Rechazado,
1057,12563,2025-07-24,8110.11,Abierto,
1058,19074,2025-02-20,"10,412.27",Cerrado,
1059,14253,2025-08-26,nan,Rechazado,
1060,19021,2025-03-10,6011.35,Nan,
1061,25739,2025-09-03,"10,090.98",Abierto,
1062,9345,2025-12-17,-,Nan,
1063,10311,2025-03-30,506.85,Nan,
1064,20345,2025-08-26,nan,Cerrado,
1065,21567,2025-08-23,10277.84,Abierto,
1066,13573,2025-09-18,nan,Rechazado,
1067,3241,2025-01-04,2155.91,Rechazado,
1068,22744,2025-07-16,"6,905.13",Abierto,
1069,3723,2025-02-01,1091.83,Rechazado,
1070,14008,2025-10-15,13456.22,Nan,
1071,6778,2025-08-27,5828.56,Abierto,
1072,24530,2025-01-08,"2,521.52",Cerrado,
1073,8355,2025-01-22,13989.65,Cerrado,
1074,15640,2025-09-15,1922.21,Cerrado,
1075,14674,2025-06-01,5148.29,Cerrado,
1076,18032,2025-01-09,7758.51,Nan,
1077,6270,2025-08-26,1997.62,Abierto,
1078,13241,2025-11-09,"7,515.70",Nan,
1079,11635,2025-09-07,"14.296,79",Abierto,
1080,14736,2025-11-28,"3,743.04",Rechazado,
1081,7513,2025-08-04,-,Abierto,
1082,5493,2025-01-08,"14.666,07",Nan,
1083,1337,2025-06-22,224.42,Cerrado,
1084,2742,2025-03-24,"4,897.88",Rechazado,
1085,10737,2025-12-05,5919.75,Abierto,
1086,20808,2025-05-25,-,Cerrado,
1087,10117,2025-10-09,4498.53,Cerrado,
1088,22336,2025-08-08,"6.990,68",Cerrado,
1089,22409,2025-06-21,11798.06,Cerrado,
1090,23591,2026-02-20,"8.369,37",Cerrado,
1091,5775,2026-02-21,2220.73,Nan,
1092,17119,2025-03-18,nan,Abierto,
1093,14884,2026-02-17,"4,005.29",Rechazado,
1094,3560,2025-02-23,nan,Nan,
1095,16132,2025-12-21,13687.41,Cerrado,
1096,6981,2026-01-18,nan,Nan,
1097,8950,2025-02-11,"4,937.18",Nan,
1098,19355,2025-07-05,"7,889.33",Abierto,
1099,8554,2025-07-24,13054.94,Cerrado,
1100,21437,2025-03-09,4353.92,Cerrado,
1101,14604,2025-01-01,9132.38,Abierto,
1102,25677,2025-01-09,6992.09,Abierto,
1103,15069,2025-06-29,"12.721,61",Abierto,
1104,23259,2025-01-20,"5,724.16",Cerrado,
1105,18411,2025-05-25,nan,Nan,
1106,11451,2025-04-13,5959.99,Nan,
1107,13130,2025-07-13,"7.120,85",Cerrado,
1108,7405,2025-03-28,3579.10,Rechazado,
1109,21960,2025-08-05,234.11,Abierto,
1110,7307,2026-01-01,"6,284.09",Abierto,
1111,14354,2025-09-03,nan,Nan,
1112,16501,2025-03-26,"5,502.88",Cerrado,
1113,24868,2025-11-13,6794.36,Nan,
1114,17658,2025-06-09,nan,Nan,
1115,2855,2025-04-02,"4,674.38",Cerrado,
1116,15493,2025-12-08,"9,778.99",Cerrado,
1117,21480,2025-05-05,nan,Cerrado,
1118,23771,2025-03-31,8827.30,Nan,
1119,24714,2025-11-13,11083.46,Rechazado,
1120,13861,2025-01-30,11213.71,Nan,
1121,20858,2025-12-11,"795,70",Cerrado,
1122,12929,2025-03-04,3493.27,Abierto,
1123,6641,2025-12-08,"1.082,95",Abierto,
1124,3461,2025-07-29,10686.06,Nan,
1125,25600,2025-10-28,"13,156.95",Cerrado,
1126,3841,2025-05-28,-,Cerrado,
1127,10355,2025-02-15,-,Rechazado,
1128,14020,2025-08-01,"4.521,74",Rechazado,
1129,9207,2026-02-11,"1,999.09",Nan,
1130,688,2025-09-01,1651.92,Cerrado,
1131,19776,2025-12-05,749.79,Abierto,
1132,23813,2025-10-10,"13,473.39",Nan,
1133,16811,2025-02-24,nan,Nan,
1134,5072,2025-06-16,-,Cerrado,
1135,15345,2025-05-17,"2.176,94",Cerrado,
1136,11801,2025-07-05,5310.68,Nan,
1137,1806,2025-09-09,"9.584,18",Abierto,
1138,17240,2025-08-08,"1.170,01",Cerrado,
1139,6215,2025-01-16,13514.51,Abierto,
1140,23028,2025-11-01,6684.61,Cerrado,
1141,7917,2025-11-16,4405.51,Cerrado,
1142,14020,2025-04-11,3255.10,Cerrado,
1143,3121,2025-03-12,"4.454,47",Cerrado,
1144,17946,2025-11-04,"12,781.95",Abierto,
1145,2981,2026-02-05,1217.23,Abierto,
1146,15338,2025-06-04,1484.94,Nan,
1147,20793,2025-04-04,"3,113.62",Rechazado,
1148,1940,2025-06-10,13283.55,Cerrado,
1149,19340,2025-10-13,14517.55,Cerrado,
1150,23730,2025-06-11,nan,Nan,
1151,3324,2026-01-23,6532.67,Abierto,
1152,7979,2025-07-12,"11.733,04",Rechazado,
1153,14250,2025-01-26,12636.25,Nan,
1154,11248,2025-09-22,"8.440,60",Cerrado,
1155,1189,2025-10-25,"4,509.87",Abierto,
1156,15020,2025-09-24,nan,Cerrado,
1157,11302,2025-03-11,nan,Abierto,
1158,4891,2025-01-02,2632.99,Rechazado,
1159,6964,2025-05-26,14016.53,Abierto,
1160,1948,2026-01-23,"9.201,13",Nan,
1161,21907,2026-01-09,"530,88",Cerrado,
1162,12743,2025-10-17,"9.761,68",Nan,
1163,10671,2025-10-26,9755.75,Nan,
1164,23556,2025-11-22,"3.978,56",Abierto,
1165,9198,2025-03-14,nan,Cerrado,
1166,24114,2025-04-04,"3.471,47",Rechazado,
1167,286,2025-08-05,8397.54,Cerrado,
1168,19075,2025-04-30,nan,Abierto,
1169,11760,2025-02-23,3075.23,Cerrado,
1170,12816,2025-01-10,8627.81,Abierto,
1171,6309,2025-09-26,"7,539.72",Cerrado,
1172,10330,2025-09-14,nan,Rechazado,
1173,24937,2025-07-15,10267.29,Cerrado,
1174,13,2026-01-05,-,Nan,
1175,14609,2025-09-03,"2.394,64",Abierto,
1176,4604,2025-11-17,"768,24",Nan,
1177,20034,2025-03-09,1063.96,Abierto,
1178,453,2026-01-16,"4,385.65",Abierto,
1179,6385,2025-10-30,513.60,Rechazado,
1180,19288,2025-05-10,1147.20,Cerrado,
1181,801,2025-08-21,"7.863,08",Rechazado,
1182,24739,2025-03-15,nan,Abierto,
