id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
5141,2025-12-10,1294,72,11,10,1569.44,368.37,207627.95
5153,2025-05-02,574,80,10,2,"1.755,41",265.26,-
5155,2025-07-23,2865,62,4,1,"1,293.97",108.71,79187.21
5156,2025-06-02,2660,68,6,10,nan,"266,31","234.008,57"
5158,2025-10-07,1897,62,8,4,-,"168,70",-
5165,2025-08-19,1500,31,4,5,1599.56,nan,"48.291,35"
5170,2026-02-15,1423,61,6,10,1560.12,259.99,"230.446,95"
5172,2025-05-15,1564,46,10,5,"172,62",11.29,"19.124,62"
5178,2025-03-22,142,33,1,12,nan,195.54,-
5184,2025-04-30,2825,52,5,12,nan,21.82,"19.722,22"
5190,2025-01-14,1501,36,6,7,1116.22,"91,47","180,936.75"
5191,2025-09-20,2777,65,3,10,"994,76",91.38,"34,551.80"
5193,2025-03-29,1152,47,1,12,1381.00,280.18,"206,998.77"
5207,2025-01-29,872,60,8,4,"1,426.42",-,45672.79
5211,2025-12-08,124,70,5,5,"614,34",34.66,34193.83
5214,2025-04-28,1992,35,1,5,115.13,15.01,15728.26
5228,2025-08-07,358,50,12,10,"1.989,54","290,48","74.887,67"
5242,2025-09-28,290,47,7,5,511.28,86.21,25730.85
5249,2025-08-15,2897,44,14,9,101.87,8.35,nan
5255,2025-07-09,2244,6,11,9,"162,15",18.89,22699.79
5262,2025-06-16,2732,26,3,12,324.79,41.26,"45.291,07"
5265,2026-02-03,2250,37,14,8,1845.28,"281,01",139855.03
5285,2025-09-02,945,77,4,2,862.17,122.22,nan
5287,2025-01-12,377,74,11,10,"882,70",121.67,65495.31
5304,2025-07-01,1206,64,5,7,nan,158.93,179161.89
5314,2025-06-26,2450,49,11,3,706.82,90.61,52421.46
5315,2025-09-05,1530,27,10,4,1166.11,61.67,"26.176,26"
5316,2025-03-20,1142,56,5,8,0.00,73.20,188719.20
5320,2026-02-10,2524,34,8,9,682.96,111.73,"27,654.16"
5324,2025-09-15,917,6,4,8,708.57,"116,02",54270.67
5326,2025-11-27,603,68,14,10,1854.33,nan,219116.93
5328,2025-10-21,1361,80,7,7,1375.51,284.33,83623.39
5335,2026-01-20,1637,7,13,5,1496.07,267.18,"133,549.76"
5336,2025-04-24,2502,39,15,5,709.61,42.05,nan
5338,2025-05-22,2651,79,8,8,"819,83",123.01,34516.38
5340,2025-08-14,2780,14,7,1,"1,166.18",228.29,176765.63
5346,2025-08-30,389,20,11,9,nan,203.65,"134.179,59"
5351,2025-04-22,726,24,14,10,1546.93,115.46,269453.10
5364,2025-05-25,1894,33,2,11,-,"47,97","27.611,12"
5367,2025-07-03,965,80,8,12,868.00,94.76,39320.47
5383,2025-03-07,2115,16,2,9,"1.089,42",84.56,-
5385,2025-11-13,984,4,12,1,770.86,149.97,"143,093.10"
5390,2025-05-03,563,40,10,11,-,"28,63",18073.21
5413,2025-04-25,1567,26,12,8,"1,182.07","1,402.98","223,811.31"
5416,2025-08-20,1712,64,13,1,"1,777.44",nan,338405.27
5423,2025-08-08,188,62,14,4,nan,9.60,nan
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5436,2025-06-11,910,66,12,12,"378,88",81.61,67722.39
5443,2025-01-24,2778,24,8,12,-,-,17282.83
5448,2026-02-19,1035,4,11,9,"1.628,22","366,92",58727.83
5450,2025-10-04,712,37,9,8,925.03,"105,73",175356.21
5468,2025-11-04,1554,26,5,2,1447.21,nan,221805.76
5472,2025-09-20,897,1,3,12,1319.77,67.86,"133,147.28"
5473,2025-05-07,2918,26,9,8,"580,73",99.66,"76.888,38"
5475,2025-12-25,2668,58,3,9,712.96,127.90,"141,188.82"
5480,2025-07-19,2082,29,13,4,88.29,16.13,"11.173,06"
5485,2025-07-01,154,41,10,6,nan,-,"127,855.68"
5489,2025-09-20,1979,36,14,8,418.64,"89,66",28205.23
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5496,2025-04-03,819,61,9,7,-,"38,29",nan
5499,2026-02-15,255,32,7,7,1103.27,251.32,"58,725.82"
5502,2025-04-05,1176,17,7,5,1448.14,"153,34",164660.51
5508,2025-08-26,933,33,14,1,140.59,29.22,nan
5514,2025-01-22,1867,29,14,2,769.79,"174,51","126,750.85"
5515,2025-08-21,2022,60,9,11,211.67,nan,nan
5522,2025-11-29,3665,23,12,6,"1.161,47",nan,199513.01
5525,2026-02-16,2122,44,3,6,-438.87,32.09,nan
5528,2025-01-20,2908,40,15,7,953.27,170.41,"76,696.88"
5530,2025-09-02,931,16,13,2,-,206.47,168445.71
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5551,2025-04-28,2316,21,11,6,"485,61",65.91,"66.239,06"
5556,2025-10-07,736,9,8,8,991.03,nan,128657.95
5566,2025-03-17,2485,48,13,10,"1,336.81","107,68",146670.38
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.00
5580,2025-06-16,1465,35,6,8,577.83,nan,nan
5582,2025-10-23,1747,34,2,9,nan,84.18,87535.57
5583,2025-01-10,2528,2,14,11,nan,12.18,nan
5588,2025-04-07,700,41,1,8,nan,nan,-
5598,2025-02-25,2086,4,4,6,-,115.82,227247.21
5604,2025-05-07,648,42,6,1,"1.324,10",275.52,107396.46
5606,2025-07-12,1708,57,5,7,-,205.28,"237,383.60"
5621,2025-02-24,2542,23,13,2,1442.37,193.18,-
5624,2025-08-30,89,62,14,7,"1.404,51",268.14,"226,212.45"
5630,2025-07-22,2887,24,9,9,1986.52,nan,157056.60
5644,2026-01-31,988,41,6,10,"1,252.74",302.50,25250.04
5653,2025-11-11,537,37,7,5,nan,232.43,74450.69
5658,2025-11-18,718,32,9,2,nan,-,"104.948,63"
5661,2025-01-02,2177,2,6,7,1075.21,258.17,nan
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5666,2025-08-21,2203,16,15,8,889.73,89.54,nan
5667,2025-11-18,1260,25,7,12,932.32,"224,98","59.819,27"
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5675,2025-07-11,1445,26,10,7,1628.23,nan,"231.566,54"
5676,2025-11-29,1796,5,1,3,1978.32,176.11,-
5677,2025-06-15,778,69,8,8,380.42,42.70,74677.15
5683,2026-01-19,2121,36,15,11,1765.60,137.86,80379.65
5692,2025-07-18,950,68,15,9,"1.062,10","120,88","60.247,37"
5695,2025-07-28,2826,28,3,3,1107.05,228.24,nan
5709,2025-04-08,3695,36,8,5,"-1,202.25",99.84,"237.348,17"
5720,2025-11-14,2975,16,9,6,"962,71",101.95,"72,339.31"
5723,2025-08-24,1214,66,2,1,"594,41","55,79","90,855.01"
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.60
5734,2025-10-15,2784,66,8,5,340.39,nan,23247.91
5736,2025-06-17,825,28,12,3,"225,54",39.06,"9.204,72"
5745,2025-04-30,2785,13,14,4,970.70,214.37,"60.759,00"
5746,2025-10-31,682,75,2,11,"1.851,64",379.75,"355,868.76"
5747,2025-09-29,2245,57,1,4,"1.759,08",387.22,nan
5754,2025-10-11,1617,69,11,3,nan,237.57,242557.51
5756,2025-07-02,2295,16,1,9,"1.997,65",242.32,-
5768,2025-04-09,608,71,8,8,66.15,"12,41",-
5781,2025-07-30,2450,17,13,9,nan,"26,39",5454.27
5792,2025-07-27,1492,65,13,3,0.00,110.03,257939.36
5797,2025-07-15,2338,69,5,12,1297.39,-,"243,414.26"
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.10
5810,2025-11-19,719,23,8,12,"1,993.65",126.87,318555.97
5814,2025-12-31,2787,20,12,4,1796.86,nan,"260.459,48"
5821,2025-02-24,1023,35,9,4,-,53.55,nan
5826,2025-07-07,2883,59,6,3,273.68,"47,17","50,249.82"
5837,2025-08-21,2348,37,13,7,"1,034.31","169,92",nan
5839,2025-07-24,1598,14,6,5,131.24,"19,41","22,698.88"
5849,2025-05-23,2449,59,12,8,"1,152.80",122.65,160433.13
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5861,2025-11-16,2035,66,10,11,813.24,nan,nan
5868,2025-02-03,66,35,15,12,470.27,nan,20840.91
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5892,2025-06-27,965,56,5,3,"1.459,72",nan,80937.53
5896,2025-09-16,428,97,14,1,"1.579,96","285,72","273.136,69"
5897,2025-04-09,2181,57,11,6,-,222.48,65393.15
5911,2025-09-24,1754,17,12,4,"630,58",128.20,53811.92
5915,2025-11-09,55,68,9,10,1974.64,nan,96623.22
5921,2025-07-25,1854,67,9,7,436.25,-,17818.81
5927,2025-09-08,770,30,10,2,-,62.13,26573.60
5935,2025-09-16,2056,27,12,10,482.97,nan,-
5939,2026-01-04,2281,1,5,2,nan,163.74,-
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5957,2025-09-22,378,78,14,5,nan,"106,14",nan
5959,2025-07-21,2479,23,4,10,nan,nan,"280,208.19"
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5966,2025-05-07,2627,29,5,4,260.36,24.30,"47.911,66"
5978,2025-03-07,1232,20,13,8,79.25,5.32,"8.199,20"
5982,2025-10-03,317,42,6,2,"1,598.80",nan,nan
5989,2026-02-17,3705,1,4,7,635.39,138.22,"112,917.47"
6001,2025-07-19,984,40,7,11,1508.29,nan,"170.849,24"
6013,2025-09-13,2273,18,1,3,1008.50,"199,05",133709.61
6017,2026-02-02,2714,39,14,11,"661,65",157.47,"52.310,76"
6021,2025-11-29,2662,37,7,12,"-1,712.15","250,29",53238.37
6028,2025-02-27,429,34,13,9,"1.114,60","230,24","74.385,48"
6032,2025-04-08,1989,60,5,3,nan,-,117593.08
6033,2025-10-05,2228,40,6,2,750.59,"69,76",143256.64
6034,2025-04-15,2651,53,11,11,"471,29",47.90,-
6066,2025-01-16,660,58,6,3,nan,67.41,90366.24
6069,2025-06-03,2210,80,2,8,nan,nan,347731.70
6070,2025-06-11,2757,53,5,1,163.07,34.55,nan
6073,2025-08-11,161,36,6,1,1250.35,"167,11",85339.90
6085,2025-06-23,1652,49,2,12,"600,06",124.74,"94,613.02"
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6094,2025-06-04,2635,16,14,4,94.22,"20,64",7766.01
6099,2025-06-20,1152,39,3,10,nan,73.59,103352.42
6100,2026-02-18,671,73,6,9,1651.66,294.82,"37.929,28"
6103,2025-07-18,2730,55,8,10,1614.45,"119,16",90901.76
6104,2025-11-10,716,49,11,1,1936.56,282.90,nan
6108,2025-10-08,2253,14,3,6,1302.90,"82,48",96874.68
6109,2025-03-04,131,27,14,1,116.97,"25,33",3543.84
6116,2025-07-06,1371,33,11,9,207.81,33.65,-
6117,2025-09-14,126,35,3,10,"1,441.28",159.11,126549.14
6120,2025-04-15,1255,100,15,5,1760.92,232.10,nan
6123,2025-09-15,2964,47,7,1,nan,nan,"260,973.31"
6124,2025-08-05,736,17,1,5,721.67,"72,51",40851.34
6128,2025-01-14,2613,49,6,6,nan,14.73,29222.29
6131,2025-12-27,881,32,6,2,"1,758.50",263.90,"191.371,76"
6136,2025-11-13,311,63,2,2,92.37,-,nan
6146,2025-04-14,1175,34,12,12,520.75,nan,nan
6148,2025-11-18,1259,52,12,11,"1.595,30",235.07,115436.27
6155,2025-01-21,2085,21,8,6,"1,433.32",341.34,212534.04
6165,2025-12-31,1325,9,7,5,nan,38.14,"37,530.67"
6167,2025-10-29,1245,27,15,7,"1.732,33",-,"290,382.61"
6178,2025-12-23,1052,47,15,8,"478,08",nan,12807.35
6183,2025-10-01,894,29,11,3,"895,85",-,178323.46
6186,2025-07-18,1497,36,12,12,1450.14,132.94,"227,746.09"
6192,2025-10-14,763,17,11,8,793.41,93.40,"115,835.22"
6196,2025-05-31,264,9,3,4,54.12,7.71,nan
6198,2025-10-01,1021,65,1,3,"1,841.33",nan,"228,443.31"
6203,2025-01-21,387,31,12,11,1083.95,192.80,50879.03
6213,2026-02-20,2846,4,6,11,1993.04,105.41,"290,532.04"
6215,2025-04-09,599,43,13,11,"772,05","97,39",111191.50
6225,2025-02-07,671,72,12,11,"1,316.06",319.86,216199.74
6227,2025-02-14,2433,27,9,8,nan,"209,31",194515.16
6228,2025-03-08,985,27,15,7,"1,437.59",207.03,224293.55
6244,2025-11-24,2361,61,7,9,-,181.07,231304.97
6255,2025-01-20,2179,67,11,12,390.68,nan,nan
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6268,2026-01-22,448,14,1,7,"1.680,53",-,"250.169,76"
6271,2025-07-01,2218,70,7,9,478.10,45.28,"70.451,23"
6272,2025-10-19,738,34,12,5,561.86,83.98,"68,908.61"
6273,2025-09-12,867,12,3,8,"1,494.25",103.08,nan
6285,2025-02-20,761,25,8,7,"444,95",-,"59.998,14"
6289,2025-02-14,301,20,11,10,981.60,201.10,56218.47
6290,2026-01-15,2953,28,5,5,"1,056.23","160,02",172985.12
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6310,2025-02-04,208,76,7,6,1813.03,343.02,"78.688,51"
6314,2025-04-27,1139,62,3,1,1742.95,87.77,"247.803,36"
6321,2026-01-16,1815,42,5,1,59.23,-,3548.92
6325,2026-02-19,2087,29,15,3,1013.03,nan,196376.10
6333,2025-07-04,1337,52,6,9,0.00,159.81,183123.37
6351,2025-09-20,130,22,10,3,1988.94,295.86,nan
6356,2025-03-06,1690,27,10,8,76.34,7.80,14590.72
6358,2025-09-04,392,63,4,9,750.23,"130,14","146,561.43"
6361,2026-01-31,2354,40,12,6,99.98,"18,67","13,015.25"
6371,2025-09-18,771,14,3,12,896.02,nan,"118.699,33"
6373,2026-01-26,249,61,14,4,"1.040,38",81.61,79524.66
6376,2025-11-12,1035,8,2,9,558.89,86.58,"87,920.82"
6377,2025-03-22,115,41,12,11,nan,47.93,"25.512,32"
6386,2026-01-10,500,11,6,5,61.20,5.86,nan
6393,2025-07-07,845,19,15,5,"1,853.16","434,62",365874.53
6397,2025-04-27,1634,47,13,1,"462,04",60.78,17647.16
6398,2025-05-05,669,45,1,2,nan,nan,-
6400,2025-12-20,1923,58,8,3,288.93,"517,19","46,838.90"
6401,2025-02-19,2943,33,10,1,-,132.56,"92,826.63"
6405,2025-09-22,1239,6,4,5,nan,nan,"85.243,60"
6406,2025-01-12,1494,77,8,8,"1.176,58",64.03,220725.36
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6422,2026-02-03,2565,20,2,6,500.96,"116,52","32.220,91"
6423,2025-10-16,316,70,11,6,nan,"159,39",74694.57
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6426,2026-01-31,2896,23,12,6,904.15,"74,22",65690.98
6430,2025-11-10,1129,61,6,8,nan,325.47,"252.749,78"
6444,2025-01-09,1003,9,12,8,707.84,158.04,"99,642.19"
6445,2026-02-15,515,42,2,3,"1,089.84",269.12,"71,753.34"
6449,2025-09-01,131,71,15,2,1659.89,333.79,"79.869,72"
6451,2025-08-22,1759,74,7,12,477.90,42.58,"84.668,61"
6458,2025-01-30,1179,5,11,1,572.07,"57,54","83.301,80"
6462,2025-11-24,2855,32,6,10,182.08,207.72,"24.957,63"
6472,2025-09-02,2948,33,6,9,"1,650.19",370.06,"169.665,20"
6478,2025-10-18,1473,21,13,5,-,72.92,49506.72
6480,2025-03-11,3799,64,12,9,nan,-,293449.39
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6503,2026-01-01,615,80,11,5,511.41,35.39,nan
6506,2025-11-30,1531,79,8,7,nan,"49,42","53.632,79"
6509,2025-03-25,2252,79,6,7,nan,111.44,39360.70
6518,2025-03-20,1346,35,5,4,166.31,14.28,"16.394,18"
6526,2025-05-26,2697,53,2,3,nan,"134,09","96.704,63"
6527,2025-03-26,2872,26,6,10,"1.329,44",266.99,"114.547,33"
6528,2025-06-11,1455,53,14,6,-,79.95,7785.54
6529,2025-02-20,2967,30,9,1,-,52.80,52281.83
6543,2025-02-12,1978,52,2,7,736.57,"116,09","94,637.23"
6551,2025-04-14,725,78,12,4,nan,216.22,45275.35
6553,2025-11-27,1269,23,7,7,956.39,61.44,"186.531,58"
6564,2025-11-10,303,74,8,1,"1.613,11",-,97705.52
6566,2025-01-28,2010,64,2,9,1994.40,462.19,391198.80
6577,2025-07-20,1845,45,1,4,"1.306,27",122.84,"192.931,02"
6582,2025-03-26,2196,25,1,3,581.91,"69,88",nan
6592,2025-12-07,269,41,6,7,539.59,nan,nan
6598,2025-07-01,2628,6,1,12,nan,140.01,55074.15
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6613,2025-10-03,2089,12,10,11,"1,587.90",146.38,"264,943.57"
6614,2025-01-31,1573,1,7,7,-,-,"296.910,66"
6616,2025-05-05,397,52,6,1,897.12,83.89,"75,687.09"
6620,2026-01-08,2477,9,2,10,-,226.35,54249.96
6623,2025-04-13,421,29,10,11,"179,80",nan,7346.06
6625,2025-11-21,498,46,15,5,773.37,"117,22",26638.57
6631,2026-02-07,1543,37,9,11,1236.60,251.15,"98,830.18"
6644,2025-03-12,1256,76,9,6,54.93,"5,45","5,742.84"
6649,2025-09-22,1012,45,8,4,nan,"99,64","165.793,66"
6651,2025-06-21,2965,5,5,12,1695.98,"316,26",247829.98
6660,2025-05-06,2312,51,9,9,586.71,126.15,"75,805.98"
6662,2025-11-08,572,33,5,12,415.90,32.69,60287.50
6664,2025-08-07,1025,66,4,11,101.52,"23,08",2448.35
6669,2026-02-15,1365,1,5,6,-,269.22,"131.017,47"
6673,2026-02-14,949,69,1,9,703.24,41.82,nan
6675,2025-10-23,1924,45,12,12,"1,639.60",-,nan
6677,2025-05-22,1011,37,9,1,-,"136,69",93124.53
6678,2025-01-04,1475,42,5,11,-,26.55,"22,733.54"
6680,2025-02-14,3712,43,12,2,437.99,-,76907.31
6681,2025-01-31,80,18,6,3,"1,567.00","353,92",153435.05
6688,2025-12-28,817,62,11,10,"1,372.71",206.56,180607.22
6692,2025-09-03,107,14,9,11,536.21,nan,83030.04
6699,2026-01-05,756,14,6,6,"322,90",nan,nan
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6704,2025-10-02,490,42,10,10,"658,13",69.61,53122.73
6705,2025-05-22,309,26,5,1,162.27,28.85,"6.557,90"
6709,2025-11-29,68,20,6,2,"1,342.53",67.21,"118.176,88"
6714,2025-01-18,546,25,11,9,1666.48,226.96,nan
6722,2025-11-26,2271,51,13,2,"1,580.27",292.22,"234.715,21"
6726,2025-04-23,1360,74,7,2,"1,869.51","119,87","156,539.12"
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6735,2025-02-15,1640,53,11,8,"535,77",97.35,"23.073,27"
6739,2025-12-09,1915,43,2,4,"1.667,94",nan,"57.135,45"
6744,2025-10-28,2933,47,8,11,"1,879.49","224,39",nan
6758,2025-05-25,1836,73,10,8,412.62,"72,33","22,306.08"
6759,2025-09-18,2662,67,11,9,nan,nan,"137,463.85"
6761,2025-09-20,2845,51,5,1,nan,nan,57098.91
6773,2025-11-18,911,7,11,2,65.21,-,nan
6775,2026-02-11,2730,31,11,1,nan,nan,"17.650,63"
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6780,2025-08-21,1823,59,9,4,0.00,137.14,"123,543.56"
6786,2025-03-09,2134,60,8,9,0.00,157.00,"260,464.65"
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6810,2025-12-27,892,12,9,2,993.38,140.30,"81.081,90"
6814,2025-12-16,1185,15,3,12,"423,19",87.28,-
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6825,2026-01-19,3000,1,8,2,"1,050.52",175.36,"116,896.66"
6828,2026-01-31,219,53,13,4,"1,849.16",360.09,"363.037,58"
6829,2025-01-21,1305,22,11,1,1063.04,163.69,nan
6840,2025-09-05,842,54,12,11,914.44,76.55,"169,673.07"
6842,2025-09-06,3877,67,1,3,"249,80",35.58,nan
6845,2025-06-05,875,42,10,5,-,301.80,179585.83
6858,2025-06-11,204,29,14,12,"1.806,62",nan,"59.603,83"
6862,2026-01-18,1718,9,1,10,"90,99","15,82",13628.13
6863,2025-03-16,2216,34,2,12,802.98,111.20,nan
6868,2025-04-15,1273,12,8,7,1401.12,214.77,"257,281.25"
6873,2025-09-21,273,33,15,12,775.99,69.77,-
6874,2025-11-20,2988,58,3,3,-,283.95,"180.586,18"
6881,2025-04-07,720,51,2,9,"1.492,66",314.92,"43,749.56"
6882,2025-04-05,1684,14,6,11,"829,34","130,94",134007.26
6886,2025-09-16,2215,59,13,12,nan,335.93,137545.04
6887,2025-07-17,2880,37,13,3,"-1.987,61",-,"292,045.79"
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6895,2025-09-01,1053,50,9,10,nan,178.15,nan
6896,2026-01-23,2549,53,3,10,"776,66","160,33",71858.98
6901,2025-04-22,1520,48,15,4,384.74,24.00,"45.818,60"
6911,2025-02-21,3568,19,5,4,"907,15",122.71,"160,939.06"
6915,2025-07-15,6,54,10,3,320.20,64.03,33943.12
6919,2025-04-23,1503,12,6,8,1707.43,257.89,nan
6923,2026-02-05,2615,73,14,1,"1.257,29",255.98,118398.26
6928,2026-01-04,1001,3,9,8,574.27,-,"56.266,43"
6933,2026-01-16,1563,70,12,2,"853,73",nan,112351.12
6942,2025-08-30,348,62,1,4,1926.76,nan,"54,823.08"
6946,2025-02-13,1186,57,13,11,1593.95,304.30,nan
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6948,2025-05-29,2043,8,15,10,"494,16",52.56,"32.944,38"
6952,2025-10-24,721,43,2,12,185.25,17.31,"22,145.05"
6955,2025-10-18,2922,66,7,1,1286.46,194.71,"235,899.36"
6962,2025-12-21,2082,39,14,8,1240.60,250.11,172069.57
6965,2026-01-15,1680,29,9,2,"1.299,02",nan,"237.159,15"
6970,2025-02-02,1657,27,9,9,nan,299.73,"169.960,54"
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6975,2025-04-01,2161,14,14,10,98.74,nan,4435.82
6976,2025-09-03,1129,79,5,1,1687.23,208.66,nan
6978,2026-02-20,1754,35,2,5,783.84,67.45,-
6982,2026-02-13,1411,69,1,6,574.80,"44,82",98912.26
6983,2025-05-28,895,34,11,9,-,"298,03",248868.98
6987,2025-02-15,365,53,13,12,"246,41","51,69",-
6990,2025-06-05,223,64,3,5,650.38,105.29,nan
6994,2025-05-13,2814,45,1,7,1173.00,76.26,219686.54
6999,2025-12-20,2810,47,1,9,172.98,"36,13",16477.58
7003,2025-12-29,1871,48,14,6,"1.779,95","144,53",86458.57
7005,2025-01-06,2234,27,13,10,"589,70",nan,83124.55
7036,2025-09-11,1503,33,12,10,"1.367,89",163.67,182873.28
7037,2025-04-19,100,3,12,1,"1,829.07",nan,143797.53
7042,2025-03-06,1441,55,2,11,497.92,79.48,"86,679.80"
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7056,2025-04-30,2324,48,15,3,"1.092,94",80.05,nan
7058,2025-03-16,2963,35,4,2,nan,146.89,"70,367.97"
7061,2025-04-14,2826,27,7,6,815.73,196.30,"65.402,52"
7062,2025-09-28,1948,55,13,2,"271,26",24.97,23575.90
7070,2025-01-16,2203,57,8,2,"1.800,24",347.18,"142,340.74"
7073,2025-08-24,1268,21,15,5,"1,121.98",117.14,"201,974.80"
7079,2025-06-03,1965,3,13,10,"1.953,09","291,97","99,624.01"
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.50
7087,2026-02-16,1915,65,9,2,795.70,47.07,"17,598.83"
7090,2025-10-14,1483,65,13,7,690.71,60.16,"25,802.51"
7093,2025-07-08,2268,54,14,7,"1,880.40","402,17","84.167,57"
7094,2025-02-03,1204,29,5,10,1230.60,296.51,215018.93
7097,2025-06-23,2418,11,2,10,526.46,64.94,"89,410.98"
7104,2025-02-03,2194,46,3,4,"1,845.57",98.53,105097.00
7115,2025-12-13,78,69,12,1,592.81,130.72,-
7116,2025-10-22,104,62,3,4,"562,24","98,37",31094.55
7123,2025-08-17,1099,70,7,10,429.79,61.34,"57,116.17"
7132,2026-01-28,418,11,12,7,927.24,"171,51","123.039,75"
7141,2025-11-18,2663,59,11,11,"1,980.41",406.34,nan
7154,2025-09-28,333,57,9,2,149.85,"25,95","17,453.76"
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7170,2026-01-15,928,5,7,8,-,250.06,62669.99
7172,2025-10-24,1425,26,3,5,532.04,nan,"60.483,16"
7175,2025-04-01,1797,32,3,4,"1,119.68","221,68",130255.33
7181,2025-04-12,2203,24,14,4,nan,290.62,"162.134,44"
7190,2025-11-04,468,58,3,4,1489.43,98.08,"82,002.22"
7191,2025-05-22,2827,32,14,8,"117,44",20.14,19480.85
7194,2025-02-11,1114,38,1,2,984.10,"185,67","135.740,90"
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7216,2025-05-11,1058,33,11,8,234.30,55.71,nan
7223,2025-06-03,341,48,15,2,nan,120.46,20052.04
7225,2025-05-26,1519,50,15,2,-,nan,38335.49
7230,2025-11-04,2419,72,1,9,"1.548,35",nan,50562.79
7232,2025-10-17,2642,49,15,12,"953,32",230.48,67041.37
7242,2025-05-08,513,16,8,12,981.86,nan,"128,289.36"
7254,2025-06-06,1257,45,15,12,927.36,"169,58","102,217.97"
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7259,2025-06-16,1706,13,10,5,718.89,"123,77",nan
7262,2025-06-06,1649,38,2,7,"1,216.85",80.73,60288.89
7265,2025-07-16,1439,56,9,8,143.33,8.01,"3.077,07"
7270,2025-06-21,2505,74,15,7,"449,99",63.27,35835.77
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7284,2025-10-17,116,22,4,5,"913,09",1542.73,"24,940.49"
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7298,2026-02-19,1655,5,2,1,1389.75,"165,58",58370.75
7299,2025-10-31,887,5,4,12,528.05,120.59,"27.901,30"
7311,2025-11-15,1767,69,8,1,736.94,-,"29.180,13"
7326,2025-04-15,514,55,11,4,"626,14",nan,"82,569.35"
7330,2025-12-02,2269,7,15,10,1739.66,174.33,"299,246.21"
7331,2026-01-29,124,19,12,4,0.00,27.23,48649.46
7332,2025-11-02,2655,116,6,5,-414.35,84.85,"19.050,14"
7351,2025-01-04,1033,15,2,3,"353,19",-,34038.28
7353,2025-09-04,2287,41,6,3,nan,237.79,nan
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.40,137558.75
7365,2025-08-24,735,36,8,9,-,nan,"226,394.20"
7366,2025-07-21,1075,57,8,8,"1,014.80",nan,67404.91
7377,2025-01-20,2750,60,7,12,"1.744,56","166,43","249.292,10"
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7402,2025-04-26,2763,79,13,7,492.55,"31,00",nan
7403,2025-04-27,1959,20,1,1,nan,176.64,"75,718.89"
7410,2025-04-24,2627,4,15,4,"1,310.10",210.88,"85.066,18"
7411,2025-09-13,42,74,2,8,770.72,nan,"40.649,24"
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7422,2025-06-29,2095,71,3,11,75.49,11.47,nan
7426,2025-01-04,148,24,7,4,"1.979,10",373.73,375572.14
7429,2025-12-21,248,35,10,1,"1.279,55","85,21",106009.50
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7452,2025-01-21,3663,21,12,7,278.99,25.96,"11,231.81"
7459,2025-08-13,2001,3,5,4,"1.477,91","1.816,38",73969.89
