id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
3285,,2374,35,8,12,"481,38",34.54,"95.871,52",fecha_emicion_vacio
3286,,2571,64,7,8,654.07,40.21,-,fecha_emicion_vacio
3287,,186,35,15,8,"1.086,63",84.87,nan,fecha_emicion_vacio
3288,,2744,58,12,3,"911,47","184,36",nan,fecha_emicion_vacio
3289,,1668,3,8,12,422.13,"22,57",19879.63,fecha_emicion_vacio
3290,,160,77,13,11,570.26,980.62,"45,895.57",fecha_emicion_vacio
3291,,1792,2,7,12,"1.205,30",106.67,-,fecha_emicion_vacio
3292,2025-10-24,1478,74,14,7,nan,42.88,"27.076,36",
3293,,2708,2,15,11,"1.199,81","80,20",-,fecha_emicion_vacio
3294,,1169,1,10,11,1489.40,156.45,"41.009,18",fecha_emicion_vacio
3295,,2810,61,2,10,1163.60,85.60,"180,418.28",fecha_emicion_vacio
3296,,2060,4,15,3,nan,202.50,"154.311,76",fecha_emicion_vacio
3297,,301,64,2,8,293.11,21.74,"32,735.91",fecha_emicion_vacio
3298,2025-11-28,2231,5,1,1,"1.539,83",261.78,"199,295.40",
3299,2025-04-15,1042,53,8,1,"767,10",174.59,"43,169.15",
3300,2026-01-17,20,80,5,9,-,"320,94","152,308.36",
3301,,1923,17,2,2,1047.22,-,142625.11,fecha_emicion_vacio
3302,2025-03-26,2807,3,5,9,"1,429.32","187,30",244181.84,
3303,2025-08-01,2403,72,11,4,396.60,93.07,65779.47,
3304,,1678,72,14,8,"1.994,40",102.16,nan,fecha_emicion_vacio
3305,2026-01-29,352,69,2,12,-,nan,18708.32,
3306,,1903,64,4,1,1176.62,279.02,154563.21,fecha_emicion_vacio
3307,,616,26,5,11,1659.56,184.12,69667.42,fecha_emicion_vacio
3308,,2458,12,9,6,133.20,"14,82",-,fecha_emicion_vacio
3309,,1860,5,14,4,932.23,202.08,107473.19,fecha_emicion_vacio
3310,,880,16,12,5,nan,26.11,nan,fecha_emicion_vacio
3311,2026-02-08,169,7,6,1,-,248.78,74702.36,
3312,,2371,78,14,10,"1,009.20",91.88,117224.34,fecha_emicion_vacio
3313,,241,46,7,3,"1.385,57",277.02,-,fecha_emicion_vacio
3314,,1379,70,15,4,232.09,43.37,22550.06,fecha_emicion_vacio
3315,,1894,22,15,7,nan,"250,80",nan,fecha_emicion_vacio
3316,,2770,66,15,1,322.10,"37,16",29891.23,fecha_emicion_vacio
3317,,120,69,10,7,nan,"60,67","45,659.39",fecha_emicion_vacio
3318,,1149,45,4,5,725.28,"66,34","129.317,78",fecha_emicion_vacio
3319,,2937,60,12,10,"1,503.12",-,-,fecha_emicion_vacio
3320,,870,49,6,2,nan,165.56,-,fecha_emicion_vacio
3321,,1542,34,2,8,nan,nan,"259,562.43",fecha_emicion_vacio
3322,,205,25,3,6,nan,322.11,156422.99,fecha_emicion_vacio
3323,,2867,60,2,8,473.63,36.58,26958.71,fecha_emicion_vacio
3324,,1449,12,4,4,334.27,"55,88","12,251.63",fecha_emicion_vacio
3325,,2211,52,1,1,398.04,nan,-,fecha_emicion_vacio
3326,,1049,70,10,4,308.54,"54,48","31,014.56",fecha_emicion_vacio
3327,,54,27,2,5,956.01,"234,04",135766.64,fecha_emicion_vacio
3328,,2108,31,12,7,"1.578,79",276.16,"170,288.47",fecha_emicion_vacio
3329,,3674,32,14,12,877.41,-,"144,383.00",fecha_emicion_vacio
3330,,441,54,15,10,nan,nan,38523.01,fecha_emicion_vacio
3331,2025-05-03,1047,11,4,6,1249.63,187.38,35164.44,
3332,2025-09-08,159,2,9,8,"1,853.77",280.68,-,
3333,2026-01-03,1245,8,6,11,-,-,nan,
3334,,3596,71,6,9,1598.23,165.63,"302,171.08",fecha_emicion_vacio
3335,,1419,77,12,10,"1,102.35",155.25,146193.34,fecha_emicion_vacio
3336,,2402,67,5,9,328.65,63.36,15169.59,fecha_emicion_vacio
3337,,2566,45,7,4,"482,64",nan,"73,987.33",fecha_emicion_vacio
3338,,2362,26,4,1,-,nan,101958.30,fecha_emicion_vacio
3339,,1223,35,1,7,"1.922,52",nan,nan,fecha_emicion_vacio
3340,,1111,76,7,4,1067.61,131.70,"93,874.62",fecha_emicion_vacio
3341,,2108,14,6,11,181.52,"32,62","4.639,05",fecha_emicion_vacio
3342,,903,39,13,11,1456.65,112.83,"180,041.90",fecha_emicion_vacio
3343,2025-10-16,67,57,4,9,"947,07",nan,"134.235,74",
3344,2026-01-19,173,10,3,8,-,70.84,"45,543.34",
3345,,2268,9,8,5,731.56,nan,"145,373.23",fecha_emicion_vacio
3346,,2615,68,12,7,933.02,"84,67","137.274,54",fecha_emicion_vacio
3347,,1613,48,6,10,174.85,11.17,33299.97,fecha_emicion_vacio
3348,,671,13,8,3,nan,37.26,"40.580,45",fecha_emicion_vacio
3349,,584,80,11,1,1818.78,134.85,"357,345.98",fecha_emicion_vacio
3350,,604,37,14,9,-,135.89,232108.57,fecha_emicion_vacio
3351,2025-07-03,1384,33,13,9,73.41,8.92,-,
3352,,2126,21,13,4,433.99,106.05,"65,727.15",fecha_emicion_vacio
3353,2026-02-05,200,11,9,7,1439.09,355.08,nan,
3354,,2668,12,2,4,"1.328,90",nan,258561.14,fecha_emicion_vacio
3355,,217,30,9,11,"369,33",81.89,"70,999.37",fecha_emicion_vacio
3356,,178,29,9,12,"1,094.50","1.360,37",-,fecha_emicion_vacio
3357,,2428,78,1,7,"904,67",200.71,"40.340,59",fecha_emicion_vacio
3358,,425,56,3,3,1901.46,250.21,"83,202.73",fecha_emicion_vacio
3359,,1138,11,9,2,360.53,25.17,58258.26,fecha_emicion_vacio
3360,,2717,67,2,9,nan,81.11,"94,518.38",fecha_emicion_vacio
3361,,1856,51,3,6,1707.43,nan,"152.787,85",fecha_emicion_vacio
3362,2025-10-06,2683,20,13,1,"1,259.88",67.24,"27,736.02",
3363,2025-04-23,2006,59,10,10,-,218.96,223932.62,
3364,,1936,37,11,9,706.08,92.41,nan,fecha_emicion_vacio
3365,,635,25,5,2,-,121.40,"89,956.91",fecha_emicion_vacio
3366,,396,31,8,6,nan,130.62,nan,fecha_emicion_vacio
3367,2025-09-20,710,51,11,10,0.00,241.98,"163,333.79",
3368,,2308,18,15,5,-,138.50,198472.22,fecha_emicion_vacio
3369,,1249,6,15,4,493.40,nan,78875.96,fecha_emicion_vacio
3370,,1305,12,6,7,449.23,685.46,19027.69,fecha_emicion_vacio
3371,,1270,20,3,9,"1.168,74",136.67,nan,fecha_emicion_vacio
3372,,2250,38,7,12,1350.50,"282,03","213.459,95",fecha_emicion_vacio
3373,,1005,16,11,6,-,nan,102461.61,fecha_emicion_vacio
3374,,3890,23,1,11,875.99,nan,"41,753.95",fecha_emicion_vacio
3375,,1893,17,5,2,1316.81,184.69,165726.18,fecha_emicion_vacio
3376,,595,7,11,12,nan,220.61,"298.461,10",fecha_emicion_vacio
3377,,182,72,2,7,712.02,"107,26","76,156.06",fecha_emicion_vacio
3378,,1569,19,11,8,1246.04,72.95,"191,939.19",fecha_emicion_vacio
3379,2025-10-10,2539,20,15,7,nan,48.14,21671.30,
3380,2025-12-21,1180,47,6,5,nan,50.08,"31.110,69",
3381,,66,76,15,6,nan,"144,18","235.840,07",fecha_emicion_vacio
3382,2025-11-27,1207,29,12,7,nan,171.39,-,
3383,,833,66,13,11,"1,885.67",-,"322.840,85",fecha_emicion_vacio
3384,,121,51,13,4,1448.45,169.93,-,fecha_emicion_vacio
3385,,2353,27,12,7,nan,nan,"62,344.68",fecha_emicion_vacio
3386,,90,12,13,5,666.79,nan,"104,561.50",fecha_emicion_vacio
3387,,524,17,5,8,"364,35",nan,nan,fecha_emicion_vacio
3388,,827,8,1,7,957.42,163.24,136626.75,fecha_emicion_vacio
3389,2025-01-01,2740,69,2,8,-1626.21,"400,73",167731.70,
3390,,3000,39,10,11,135.17,9.11,"11,772.46",fecha_emicion_vacio
3391,,671,42,13,9,"1,815.86",324.66,"126,679.44",fecha_emicion_vacio
3392,,2204,44,2,6,780.86,127.16,"52,851.26",fecha_emicion_vacio
3393,2025-12-28,1552,72,3,9,"1.574,38",219.28,"238,996.99",
3394,2025-01-28,1406,18,10,2,nan,211.10,200140.81,
3395,,679,37,11,1,"1,242.47",240.38,211716.96,fecha_emicion_vacio
3396,,2445,73,6,8,87.92,6.44,nan,fecha_emicion_vacio
3397,,1254,51,11,12,204.01,nan,"28,602.34",fecha_emicion_vacio
3398,,145,42,8,12,nan,284.98,"193.650,41",fecha_emicion_vacio
3399,,1629,7,7,12,178.28,31.86,12754.11,fecha_emicion_vacio
3400,,2534,61,5,7,1590.93,195.21,"111.636,07",fecha_emicion_vacio
3401,2025-06-11,956,28,5,12,"1.993,12",-,298022.21,
3402,,1077,54,9,5,"1.065,78",nan,"155.948,90",fecha_emicion_vacio
3403,,777,19,4,7,1754.50,418.41,-,fecha_emicion_vacio
3404,,216,2,13,11,59.16,8.57,4215.02,fecha_emicion_vacio
3405,2026-01-22,442,56,11,12,-,380.63,"94,622.85",
3406,,2685,59,1,12,1502.72,259.71,"231,548.74",fecha_emicion_vacio
3407,2025-02-21,2444,73,10,8,"1.403,46","327,10",119815.43,
3408,2025-03-07,2728,48,2,3,nan,104.68,61915.62,
3409,,2526,39,4,1,766.30,183.33,"57,130.36",fecha_emicion_vacio
3410,,1260,119,4,7,1858.57,102.62,"357.852,17",fecha_emicion_vacio
3411,,538,52,4,12,680.25,91.51,"133,400.38",fecha_emicion_vacio
3412,,2448,9,7,10,1774.73,nan,"48.828,89",fecha_emicion_vacio
3413,,194,11,14,8,0.00,19.72,10117.16,fecha_emicion_vacio
3414,2025-04-06,1039,34,4,4,"1,891.60",460.20,"324,821.40",
3415,,1977,6,8,3,"1,721.94",183.08,"91.001,19",fecha_emicion_vacio
3416,,1369,4,7,8,-,nan,"29,057.30",fecha_emicion_vacio
3417,,2800,62,12,8,-,361.74,"70,456.68",fecha_emicion_vacio
3418,,428,25,2,11,"1,614.34",373.66,"286.817,35",fecha_emicion_vacio
3419,,1838,39,10,7,"1,406.58",nan,165349.80,fecha_emicion_vacio
3420,,1710,15,11,8,378.71,77.36,29114.54,fecha_emicion_vacio
3421,,886,38,11,6,887.80,97.87,"135,540.87",fecha_emicion_vacio
3422,,1052,9,7,1,641.53,131.04,"32.125,99",fecha_emicion_vacio
3423,,2629,22,7,4,764.83,46.52,"130.635,36",fecha_emicion_vacio
3424,,928,70,11,11,"1.494,38",-,"265,184.63",fecha_emicion_vacio
3425,,236,34,7,2,1989.17,nan,67342.27,fecha_emicion_vacio
3426,2025-05-04,2981,2,7,10,-,249.83,"323.950,45",
3427,,2611,49,14,9,512.13,nan,45252.63,fecha_emicion_vacio
3428,,843,77,13,4,123.84,nan,12125.50,fecha_emicion_vacio
3429,2025-04-24,1240,68,2,9,-,143.72,"66.567,41",
3430,,2336,6,12,9,1129.75,197.30,213747.99,fecha_emicion_vacio
3431,,2688,49,6,7,969.16,120.95,"121.880,58",fecha_emicion_vacio
3432,2025-01-04,2638,39,5,7,-,"404,12",nan,
3433,,2733,10,7,6,1070.57,"261,51","78,783.23",fecha_emicion_vacio
3434,2025-07-01,1807,29,11,11,585.57,660.89,nan,
3435,,2977,33,3,3,209.45,"33,89",nan,fecha_emicion_vacio
3436,,2896,45,4,5,"1,595.90","353,14",33932.26,fecha_emicion_vacio
3437,,2850,48,10,8,"1,272.57","201,28",39026.03,fecha_emicion_vacio
3438,,1274,76,10,9,-,"86,13",nan,fecha_emicion_vacio
3439,,2112,7,7,7,848.06,96.56,57496.57,fecha_emicion_vacio
3440,,218,1,1,10,773.61,96.73,"130,051.69",fecha_emicion_vacio
3441,2026-01-29,2110,70,5,5,nan,321.02,"16.207,02",
3442,,2178,63,4,6,"1.207,69",125.71,"199.530,35",fecha_emicion_vacio
3443,2026-02-05,1745,20,1,7,1791.71,211.84,193915.09,
3444,,2900,52,10,7,1895.53,"244,00",nan,fecha_emicion_vacio
3445,,1843,80,8,8,1313.80,166.33,226301.76,fecha_emicion_vacio
3446,,1906,18,13,7,"1,520.03",376.10,"297.754,48",fecha_emicion_vacio
3447,,196,24,14,12,214.88,nan,"40.206,62",fecha_emicion_vacio
3448,,2703,60,5,10,366.72,-,"61,624.67",fecha_emicion_vacio
3449,,2490,13,12,7,1453.98,nan,-,fecha_emicion_vacio
3450,,226,17,9,4,nan,nan,"231,404.34",fecha_emicion_vacio
3451,,2597,4,5,6,237.90,39.79,43947.62,fecha_emicion_vacio
3452,,1970,5,2,9,nan,"303,92",57523.24,fecha_emicion_vacio
3453,,1815,9,1,6,-,-,"251.705,45",fecha_emicion_vacio
3454,2025-02-25,1422,50,8,10,nan,177.41,"103,541.51",
3455,,1019,26,5,7,1728.53,111.60,180166.21,fecha_emicion_vacio
3456,,1779,34,2,2,nan,nan,"112,466.45",fecha_emicion_vacio
3457,,661,35,7,10,"1,115.94",75.98,"104.885,99",fecha_emicion_vacio
3458,,2195,12,6,10,"1.853,04",195.94,100943.96,fecha_emicion_vacio
3459,2025-04-19,2475,120,6,2,nan,288.46,nan,
3460,,489,42,10,11,1045.90,"82,28",70555.48,fecha_emicion_vacio
3461,2025-07-22,2003,15,3,4,nan,-,nan,
3462,,726,36,4,8,293.88,55.46,56748.36,fecha_emicion_vacio
3463,,65,66,11,10,1845.82,nan,"104,347.38",fecha_emicion_vacio
3464,,2038,10,10,6,nan,203.34,97868.90,fecha_emicion_vacio
3465,,804,38,6,11,"1,580.26","337,54","266,556.71",fecha_emicion_vacio
3466,,2920,17,4,11,1826.53,240.15,"233,377.53",fecha_emicion_vacio
3467,2025-05-24,2008,16,15,1,1684.45,nan,"48.115,10",
3468,,1391,23,8,11,1925.88,353.23,"181,565.52",fecha_emicion_vacio
3469,2025-08-18,2095,70,12,4,nan,12.80,"44,133.60",
3470,,785,55,12,12,"1.569,85",-,219634.81,fecha_emicion_vacio
3471,2025-08-01,1629,13,5,10,1061.48,-,"154,227.99",
3472,,522,40,11,6,"1,214.56","203,41",-,fecha_emicion_vacio
3473,,2052,66,6,11,"1.910,42",-,60225.85,fecha_emicion_vacio
3474,,2193,60,4,2,nan,35.30,"79.267,41",fecha_emicion_vacio
3475,,3867,31,7,6,nan,127.25,-,fecha_emicion_vacio
3476,,2913,60,5,12,1579.89,298.16,nan,fecha_emicion_vacio
3477,,333,22,10,1,1766.93,nan,"250,052.22",fecha_emicion_vacio
3478,,1371,13,1,10,1576.32,140.61,-,fecha_emicion_vacio
3479,,887,43,3,9,nan,130.92,nan,fecha_emicion_vacio
3480,2025-12-31,3528,98,3,4,"1,677.36","202,65","190,375.17",
3481,,1245,13,11,6,156.87,nan,7620.37,fecha_emicion_vacio
3482,,193,73,3,10,1065.11,199.41,"98,731.02",fecha_emicion_vacio
3483,2025-12-23,1982,36,1,12,"272,99","64,68",50990.24,
3484,,2020,11,10,3,"1.630,08",-,120438.08,fecha_emicion_vacio
3485,,1658,13,11,3,1193.73,90.68,126556.37,fecha_emicion_vacio
3486,2025-02-28,561,28,14,8,nan,"461,73",nan,
3487,,1863,39,13,5,nan,21.85,"20.897,18",fecha_emicion_vacio
3488,2026-01-18,2966,10,2,6,"-1.108,14",nan,"117,015.29",
3489,,1160,54,13,4,"1,430.43",132.66,nan,fecha_emicion_vacio
3490,,2614,11,12,10,nan,"305,41",185277.55,fecha_emicion_vacio
3491,,451,22,4,11,"1,746.63",103.41,171895.23,fecha_emicion_vacio
3492,,964,22,12,7,"931,24",90.09,"80.988,58",fecha_emicion_vacio
3493,,514,50,7,4,104.42,17.54,"11,595.51",fecha_emicion_vacio
3494,,1209,76,11,4,nan,nan,nan,fecha_emicion_vacio
3495,,1548,65,11,7,787.22,47.76,nan,fecha_emicion_vacio
3496,,715,29,4,9,"1.127,63",nan,197831.55,fecha_emicion_vacio
3497,,1714,7,4,6,881.68,75.96,nan,fecha_emicion_vacio
3498,,792,20,11,10,723.38,170.16,nan,fecha_emicion_vacio
3499,,753,36,5,11,nan,"172,22",-,fecha_emicion_vacio
3500,,1465,71,4,10,800.79,166.21,nan,fecha_emicion_vacio
3501,,2124,48,1,7,-,41.26,"31.568,50",fecha_emicion_vacio
3502,2025-08-29,2731,76,13,3,1323.97,109.72,nan,
3503,2025-12-15,744,79,14,4,"1.468,12","294,30","208,024.37",
3504,,1964,64,11,8,973.79,nan,"135,434.90",fecha_emicion_vacio
3505,,2848,61,7,7,"1.379,43","264,16","29.522,13",fecha_emicion_vacio
3506,,225,14,11,11,745.47,nan,"60.519,37",fecha_emicion_vacio
3507,,2768,2,2,9,"1,311.87",133.10,"195,546.34",fecha_emicion_vacio
3508,,548,74,5,6,nan,333.86,175956.33,fecha_emicion_vacio
3509,,2027,21,4,1,1133.66,145.92,"161,955.60",fecha_emicion_vacio
3510,,550,32,5,3,1365.41,340.40,nan,fecha_emicion_vacio
3511,2025-09-28,1935,36,15,11,349.06,"85,24",nan,
3512,,1041,76,11,11,-,272.04,"112,631.69",fecha_emicion_vacio
3513,,2734,76,3,3,268.47,66.80,46874.99,fecha_emicion_vacio
3514,,834,22,14,7,-,381.81,nan,fecha_emicion_vacio
3515,,479,22,14,3,1185.29,nan,232923.07,fecha_emicion_vacio
3516,,1265,79,14,10,nan,"157,36",-,fecha_emicion_vacio
3517,,1623,62,4,10,293.89,20.40,13276.14,fecha_emicion_vacio
3518,,564,77,3,8,"263,78",434.74,"50.937,87",fecha_emicion_vacio
3519,,293,18,15,11,"294,59","43,75",20752.39,fecha_emicion_vacio
3520,,2045,56,2,5,nan,404.91,79355.04,fecha_emicion_vacio
3521,,2276,77,12,9,"432,68",75.92,"75,256.26",fecha_emicion_vacio
3522,,2925,35,13,6,51.78,nan,3395.25,fecha_emicion_vacio
3523,,503,27,7,12,"668,79","139,94",nan,fecha_emicion_vacio
3524,2025-10-24,2891,34,5,8,"1.872,48","94,77",324411.61,
3525,,1859,22,6,12,-546.84,"105,26",55691.67,fecha_emicion_vacio
3526,2025-07-14,3550,21,9,10,"1.340,82",219.98,168637.17,
3527,,1428,74,15,3,-,"199,30",-,fecha_emicion_vacio
3528,,2844,18,9,2,1060.12,-,94371.07,fecha_emicion_vacio
3529,2025-06-09,1736,32,15,6,0.00,nan,-,
3530,,304,68,7,3,-,52.52,"13.669,10",fecha_emicion_vacio
3531,,835,5,7,11,"1,554.54",-,213350.27,fecha_emicion_vacio
3532,,2526,3,1,7,838.68,111.26,162812.34,fecha_emicion_vacio
3533,,2017,75,11,10,564.98,"137,71",-,fecha_emicion_vacio
3534,,1590,60,15,10,1317.88,108.06,29069.58,fecha_emicion_vacio
3535,,2426,31,11,8,1915.44,153.99,"320,381.95",fecha_emicion_vacio
3536,,2078,5,9,2,612.48,"79,43","92.364,30",fecha_emicion_vacio
3537,,1978,76,2,4,"1,551.07",334.78,"296,390.34",fecha_emicion_vacio
3538,,1306,55,15,7,370.13,"42,64","44.603,27",fecha_emicion_vacio
3539,,215,13,4,4,384.01,47.27,60909.58,fecha_emicion_vacio
3540,2025-09-09,458,23,8,8,"1,017.79",74.35,nan,
3541,,572,51,6,11,"1,650.31",193.39,257212.92,fecha_emicion_vacio
3542,,720,73,4,1,nan,267.28,185099.86,fecha_emicion_vacio
3543,2025-08-11,1190,79,5,3,"87,61",19.64,8771.13,
3544,2025-09-13,736,55,9,3,"1,911.12",395.92,158755.95,
3545,2025-04-03,1067,65,14,5,1712.33,124.64,-,
3546,,2004,70,4,2,661.59,-,"80.418,47",fecha_emicion_vacio
3547,,2365,16,15,4,nan,"98,37",nan,fecha_emicion_vacio
3548,,3807,60,7,11,609.15,145.05,nan,fecha_emicion_vacio
3549,2025-11-14,322,18,6,8,494.38,87.53,25003.36,
3550,,513,46,7,12,968.27,114.81,164845.30,fecha_emicion_vacio
3551,,993,36,12,6,704.12,nan,132431.29,fecha_emicion_vacio
3552,,256,68,8,10,nan,320.25,"166.676,59",fecha_emicion_vacio
3553,,2130,71,1,12,97.46,7.17,"4.405,74",fecha_emicion_vacio
3554,,2447,50,4,7,106.07,11.52,nan,fecha_emicion_vacio
3555,,1126,41,3,9,1767.01,"352,89","60,140.18",fecha_emicion_vacio
3556,,514,24,8,11,"679,78",71.50,82899.67,fecha_emicion_vacio
3557,,644,24,13,6,"1,425.69",135.30,205759.36,fecha_emicion_vacio
3558,,1953,11,2,5,"202,47",nan,-,fecha_emicion_vacio
3559,2026-02-06,1268,30,7,3,117.00,nan,20065.73,
3560,,1557,8,12,11,"1,725.83",335.13,158663.71,fecha_emicion_vacio
3561,,993,76,14,7,"1.613,75","221,25","200,598.55",fecha_emicion_vacio
3562,,2929,68,4,3,345.79,23.71,"36,400.18",fecha_emicion_vacio
3563,,2845,74,1,2,nan,171.43,217848.55,fecha_emicion_vacio
3564,,1171,54,11,10,"903,21","215,53","75.700,07",fecha_emicion_vacio
3565,,685,9,14,9,"1.383,22",nan,163829.79,fecha_emicion_vacio
3566,,911,24,10,6,-,"113,92","277.471,94",fecha_emicion_vacio
3567,,2851,62,7,2,1228.32,nan,"144,261.39",fecha_emicion_vacio
3568,2025-05-18,894,42,12,1,1596.39,nan,284746.75,
3569,,1498,76,3,5,1253.88,123.02,nan,fecha_emicion_vacio
3570,,2608,49,2,11,1195.87,69.51,36205.37,fecha_emicion_vacio
3571,,1405,63,7,3,"307,71","71,84","33,833.76",fecha_emicion_vacio
3572,,1819,22,5,3,125.72,nan,6229.26,fecha_emicion_vacio
3573,,1977,59,2,9,1071.28,126.56,"82.200,84",fecha_emicion_vacio
3574,2025-07-03,2419,12,7,6,nan,nan,256025.43,
3575,,617,66,2,2,87.85,14.24,"2,264.44",fecha_emicion_vacio
3576,,2030,18,11,5,532.62,55.27,34904.97,fecha_emicion_vacio
3577,,1228,62,3,11,"1.489,79",116.19,-,fecha_emicion_vacio
3578,2025-12-24,3630,18,14,11,"1,609.14",-,222228.27,
3579,,1953,20,15,7,254.76,"56,04","24.942,13",fecha_emicion_vacio
3580,2026-02-05,2983,16,2,9,624.24,130.01,57020.38,
3581,,3525,1,3,12,1851.80,251.75,307219.75,fecha_emicion_vacio
3582,,1469,19,4,2,1198.60,108.10,"166.898,66",fecha_emicion_vacio
3583,2026-02-18,1230,19,1,10,1092.84,"137,21","180.153,62",
3584,,668,10,1,3,1361.08,nan,"36.406,81",fecha_emicion_vacio
3585,,2140,42,9,3,626.79,"85,35","51,028.01",fecha_emicion_vacio
3586,,1039,52,3,12,-,145.25,15891.24,fecha_emicion_vacio
3587,,2379,64,13,8,-,264.66,nan,fecha_emicion_vacio
3588,,2979,21,14,11,"759,04",109.57,53672.13,fecha_emicion_vacio
3589,2025-06-20,2217,13,2,10,662.84,62.56,"62.414,73",
3590,2026-02-11,1023,49,9,6,"1,117.07",-,"160,063.75",
3591,,2809,97,13,11,1739.69,-,"199.962,92",fecha_emicion_vacio
3592,,374,33,6,12,nan,87.95,16014.99,fecha_emicion_vacio
3593,,3780,8,8,7,840.56,84.00,155621.16,fecha_emicion_vacio
3594,,8,55,14,12,nan,"114,98",350701.43,fecha_emicion_vacio
3595,,860,67,11,4,1663.45,324.75,-,fecha_emicion_vacio
3596,2025-11-01,1848,53,5,5,453.71,30.69,22638.39,
3597,2025-03-28,742,37,2,5,"1.829,50",117.98,214088.95,
3598,,2920,31,6,1,1914.13,nan,"302.907,48",fecha_emicion_vacio
3599,2025-08-01,2446,50,13,8,-,51.85,"96,011.41",
3600,,265,20,10,5,"782,39",194.25,nan,fecha_emicion_vacio
3601,,1502,77,11,7,1546.01,104.33,"149,376.91",fecha_emicion_vacio
3602,,2797,24,15,9,994.14,"224,88",180963.18,fecha_emicion_vacio
3603,,2827,62,11,1,1924.31,"390,34","84,484.68",fecha_emicion_vacio
3604,,744,66,5,4,1446.73,"195,88",249026.48,fecha_emicion_vacio
3605,2025-08-15,1366,59,12,9,65.35,nan,7939.97,
3606,,967,19,7,9,"1.553,19",197.19,160951.91,fecha_emicion_vacio
3607,,555,22,2,5,"1,539.43",355.05,217302.44,fecha_emicion_vacio
3608,,1854,29,10,12,679.76,72.65,71840.27,fecha_emicion_vacio
3609,2025-03-05,2304,43,11,6,201.81,336.02,"20.993,38",
3610,,1794,55,2,2,nan,77.43,nan,fecha_emicion_vacio
3611,2025-08-16,1010,16,5,4,150.61,32.26,"30.073,30",
3612,,2556,59,13,2,"1,355.65","274,72","79,524.62",fecha_emicion_vacio
3613,,1053,1,15,6,nan,24.94,14960.28,fecha_emicion_vacio
3614,,1912,20,5,11,-,"102,11",161442.62,fecha_emicion_vacio
3615,,438,1,15,3,173.61,31.27,"7,029.10",fecha_emicion_vacio
3616,,2013,41,10,4,nan,-,188094.81,fecha_emicion_vacio
3617,,652,31,9,7,881.87,"97,13","108,294.62",fecha_emicion_vacio
3618,,3748,55,14,8,959.67,90.12,nan,fecha_emicion_vacio
3619,,1202,63,14,6,"-847,59",185.76,"112.667,74",fecha_emicion_vacio
3620,2026-01-22,1478,41,14,1,"1,816.20",326.69,nan,
3621,,2728,57,6,5,417.18,58.25,nan,fecha_emicion_vacio
3622,,1865,74,10,12,"1,514.26",nan,171133.63,fecha_emicion_vacio
3623,,1089,29,2,7,-1648.51,296.86,238038.36,fecha_emicion_vacio
3624,2026-01-01,1722,3,13,7,542.80,130.48,"36,639.03",
3625,,426,25,14,8,766.11,143.82,"84,852.22",fecha_emicion_vacio
3626,,2003,66,6,6,347.08,47.04,"23,474.20",fecha_emicion_vacio
3627,,1465,42,5,4,"609,03",nan,nan,fecha_emicion_vacio
3628,,2030,65,7,10,996.55,230.90,"46,703.05",fecha_emicion_vacio
3629,,868,46,9,4,"1,894.89",327.31,nan,fecha_emicion_vacio
3630,,130,74,9,12,"1,288.10","127,05",194808.34,fecha_emicion_vacio
3631,,134,27,9,1,"71,78",4.96,-,fecha_emicion_vacio
3632,,978,36,9,3,nan,"86,57",-,fecha_emicion_vacio
3633,,2528,67,8,12,nan,nan,44295.26,fecha_emicion_vacio
3634,,2645,14,15,12,1900.00,301.39,-,fecha_emicion_vacio
3635,,1150,21,5,1,"1,069.31",90.90,nan,fecha_emicion_vacio
3636,,2420,5,7,3,1256.66,302.25,"206,102.96",fecha_emicion_vacio
3637,,464,36,8,7,"1.019,05",-,"152.603,19",fecha_emicion_vacio
3638,,160,67,10,7,1751.43,372.98,114154.81,fecha_emicion_vacio
3639,,37,25,7,2,"1,447.31",342.69,98940.48,fecha_emicion_vacio
3640,,1708,27,5,6,"1,945.43","248,87","96,122.38",fecha_emicion_vacio
3641,2025-12-26,2721,22,8,12,943.18,"211,79","164.672,36",
3642,,2908,74,3,11,nan,200.25,125346.27,fecha_emicion_vacio
3643,,2266,33,9,9,1621.18,216.98,nan,fecha_emicion_vacio
3644,,1880,15,4,2,1497.63,213.11,"274.498,46",fecha_emicion_vacio
3645,,95,17,9,9,"1.376,76",122.88,nan,fecha_emicion_vacio
3646,,2499,69,15,9,"1.376,18",91.75,269840.67,fecha_emicion_vacio
3647,2025-09-10,2037,24,1,8,-,-,nan,
3648,,1964,59,5,8,-,184.33,82484.35,fecha_emicion_vacio
3649,2025-10-09,1272,77,14,9,886.86,"55,13","77.598,71",
3650,,2014,61,9,9,561.63,nan,"111.454,32",fecha_emicion_vacio
3651,,2997,68,15,11,"467,43",nan,"79,925.93",fecha_emicion_vacio
3652,,2741,58,12,8,"1.001,00",162.07,28725.25,fecha_emicion_vacio
3653,,826,13,7,10,1230.92,"157,53",59223.82,fecha_emicion_vacio
3654,,542,33,4,3,"1.230,10",297.76,"233,203.18",fecha_emicion_vacio
3655,,1253,47,3,5,926.04,-,"145,432.10",fecha_emicion_vacio
3656,2025-09-23,1520,27,4,3,444.12,-,nan,
